,,track_id,artist,artist_id,album,trackName,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre,popularity,category_id
The Sound of Indie Rock,522,4OEiDrKRzHWmCRiKHVPb78,Interpol,3WaJSfKnzc65VDgmj2zU8B,Antics,Evil,0.00135,0.489,215827,0.769,0.56,5,0.0727,-3.524,1,0.038,128.985,4,0.637,"['alternative dance', 'alternative rock', 'dance-punk', 'indie rock', 'modern rock', 'new rave', 'rock']",69.0,indie_rock
The Sound of Indie Rock,523,6sNT5PF1SjTYgMiAIQGYMd,Sun Kil Moon,4G0XDEk7RbA4BBCTs917U9,Ghosts of the Great Highway,Carry Me Ohio,0.317,0.594,381040,0.512,0.103,6,0.113,-8.872,1,0.0236,97.348,4,0.52,"['alternative rock', 'freak folk', 'indie rock', 'modern folk rock', 'slowcore', 'stomp and holler']",52.0,indie_rock
The Sound of Indie Rock,524,0zqmyB1prgGGiOS10sjH8A,Generationals,57MtJQ6Sc4tIxrXIhrqVJL,Con Law,"When They Fight, They Fight",0.242,0.755,200213,0.898,0.000145,11,0.144,-2.051,0,0.0323,119.756,4,0.966,"['alternative dance', 'chillwave', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new orleans indie', 'shimmer pop', 'stomp and holler']",56.0,indie_rock
The Sound of Indie Rock,525,38ydcsbayM4oX21Hhu84DT,Sharon Van Etten,2wJ4vsxWd7df7dRU4KcoDe,Are We There,Every Time the Sun Comes Up,0.392,0.663,262520,0.522,5.41e-06,1,0.197,-8.741,1,0.0374,99.765,4,0.301,"['art pop', 'chamber pop', 'chamber psych', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'new jersey indie', 'stomp and holler']",65.0,indie_rock
The Sound of Indie Rock,526,6mfP40u7ThGLym6b3apAQN,Stephen Malkmus,0WISkx0PwT6lYWdPqKUJY8,Traditional Techniques,Xian Man,0.0347,0.626,246907,0.722,0.178,6,0.318,-4.205,1,0.0275,118.777,4,0.692,"['alternative pop', 'alternative rock', 'anti-folk', 'freak folk', 'garage psych', 'gbvfi', 'indie rock', 'lo-fi']",42.0,indie_rock
The Sound of Indie Rock,527,1YdCuoPvDDVyHa3YomPb1B,Sleater-Kinney,4wLIbcoqmqI4WZHDiBxeCB,Dig Me Out (Remastered),Dig Me Out,0.000101,0.34,160920,0.95,0.0166,9,0.116,-5.041,1,0.065,158.423,4,0.487,"['alternative pop', 'alternative rock', 'anti-folk', 'art pop', 'indie punk', 'indie rock', 'lilith', 'olympia wa indie', 'riot grrrl']",50.0,indie_rock
The Sound of Indie Rock,528,5MDUdi9T4Ee4Kv33SbewC3,Waxahatchee,5IWCU0V9evBlW4gIeGY4zF,Saint Cloud,Lilacs,0.527,0.74,195600,0.696,3.74e-05,7,0.0752,-9.446,1,0.0302,102.971,4,0.428,"['alabama indie', 'art pop', 'bubblegrunge', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'stomp and holler']",59.0,indie_rock
The Sound of Indie Rock,529,0HaDqyNg9LoZZ7Zli1uhzL,Angel Olsen,6mKqFxGMS5TGDZI3XkT5Rt,Burn Your Fire For No Witness (Deluxe Edition),Unfucktheworld,0.943,0.545,125440,0.128,0.0225,0,0.0987,-13.163,1,0.0393,119.044,4,0.327,"['alternative americana', 'art pop', 'chamber psych', 'freak folk', 'indie folk', 'indie pop', 'indie rock']",63.0,indie_rock
The Sound of Indie Rock,530,09kvp605VBJEeK65QIgnrx,illuminati hotties,3ztRX1UoIOsFqpD7dB6R8O,Kiss Yr Frenemies,(You're Better) Than Ever,0.0645,0.452,141133,0.967,0.0477,9,0.197,-3.042,1,0.0669,156.988,4,0.629,"['bubblegrunge', 'indie punk', 'indie rock', 'small room']",43.0,indie_rock
The Sound of Indie Rock,531,49Ggs4jW9KyOL4nKUJRTiU,Father John Misty,2kGBy2WHvF0VdZyqiVCkDT,Fear Fun,Nancy from Now On,0.546,0.528,234160,0.672,0.0534,0,0.0892,-8.313,1,0.0283,107.073,4,0.47,"['freak folk', 'indie folk', 'indie pop', 'indie rock', 'rock', 'stomp and holler']",67.0,indie_rock
The Sound of Indie Rock,532,1ODWJl38SGc9ktyODtAg4W,The Horrors,7EFB09NxZrMi9pGlOnuBpd,Skying,Still Life,0.00156,0.391,321133,0.686,0.00433,7,0.554,-6.144,1,0.0278,170.086,4,0.522,"['alternative dance', 'alternative rock', 'chamber psych', 'dance-punk', 'deep gothic post-punk', 'electronica', 'essex indie', 'garage rock', 'grave wave', 'indie rock', 'modern alternative rock', 'modern rock', 'new rave', 'nu gaze', 'shoegaze']",53.0,indie_rock
The Sound of Indie Rock,533,3fnL2JDgy4QD04araOl0eY,The Replacements,4WPY0N74T3KUja57xMQTZ3,Let It Be (Expanded),Androgynous,0.518,0.476,190853,0.361,0.0,11,0.0817,-9.312,1,0.0287,106.484,4,0.389,"['alternative pop', 'alternative rock', 'anti-folk', 'art rock', 'dance rock', 'indie rock', 'new wave', 'permanent wave', 'pop rock', 'post-punk', 'power pop', 'punk', 'rock', 'roots rock']",58.0,indie_rock
The Sound of Indie Rock,534,0hDQV9X1Da5JrwhK8gu86p,Yeah Yeah Yeahs,3TNt4aUIxgfy9aoaft5Jj2,Fever To Tell (Deluxe Remastered),Maps,0.000346,0.502,219987,0.941,0.319,7,0.553,-5.194,1,0.0716,119.783,4,0.124,"['alternative dance', 'alternative rock', 'dance-punk', 'garage rock', 'indie pop', 'indie rock', 'modern rock', 'new rave', 'rock']",68.0,indie_rock
The Sound of Indie Rock,535,0PldjOTKRt45S9MrLnlwVM,STRFKR,2Tz1DTzVJ5Gyh8ZwVr6ekU,Miracle Mile,Kahlil Gibran,0.267,0.676,241413,0.641,0.262,9,0.119,-7.923,1,0.0296,84.97,4,0.352,"['chillwave', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'shimmer pop']",65.0,indie_rock
The Sound of Indie Rock,536,4lrbaKFx4C7B38o5p7ujyF,My Morning Jacket,43O3c6wewpzPKwVaGEEtBM,The Waterfall II,Feel You,0.157,0.5,373973,0.53,0.49,10,0.0987,-6.639,0,0.027,129.709,4,0.225,"['alternative rock', 'indie folk', 'indie rock', 'jam band', 'louisville indie', 'melancholia', 'modern rock', 'new americana', 'rock', 'roots rock', 'stomp and holler']",62.0,indie_rock
The Sound of Indie Rock,537,45uIRxM9lKNXdicLlUj05q,Dirty Projectors,5VF0YkVLeVD4ytyiyVSIiF,5EPs,Searching Spirit,0.344,0.614,154467,0.759,0.143,11,0.197,-5.226,1,0.0467,80.329,3,0.935,"['art pop', 'brooklyn indie', 'chillwave', 'experimental pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock']",57.0,indie_rock
The Sound of Indie Rock,538,3p0rvHL2zfHAlXAgnHC4GI,Phantogram,1l9d7B8W0IHy3LqWsxP2SH,Nightlife,Don't Move,7.19e-05,0.558,258187,0.642,0.00746,5,0.201,-5.206,0,0.0321,99.977,4,0.482,"['alternative dance', 'chillwave', 'electropop', 'indie pop', 'indie rock', 'indietronica', 'metropopolis', 'modern rock', 'shimmer pop', 'vapor soul']",64.0,indie_rock
The Sound of Indie Rock,539,6FfMiOK3Ma2GNAbjbGxFVn,The Weakerthans,1US3cA3tVZ50O7n4xE1o0K,Reconstruction Site,Plea from a Cat Named Virtute,0.0308,0.376,229667,0.722,0.00176,1,0.0322,-5.617,1,0.0517,140.315,4,0.411,"['canadian indie', 'emo', 'folk punk', 'indie rock', 'manitoba indie']",49.0,indie_rock
The Sound of Indie Rock,540,50Q7epCWYwSuqoQ8DbLq41,Rolling Blackouts Coastal Fever,65mMkD9WW39U9Yadv0dWUF,Hope Downs,Talking Straight,0.000541,0.218,224526,0.789,0.56,0,0.0977,-4.82,1,0.0427,85.115,4,0.587,"['chamber psych', 'indie rock', 'modern jangle pop']",52.0,indie_rock
The Sound of Indie Rock,541,7oChm7YC5PS1NvEkRCgswG,Andrew Bird,4uSftVc3FPWe6RJuMZNEe9,My Finest Work Yet,Manifest,0.321,0.631,317413,0.619,0.0,0,0.0658,-6.403,0,0.025,100.258,4,0.417,"['art pop', 'baroque pop', 'chamber pop', 'chicago indie', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'stomp and holler']",64.0,indie_rock
The Sound of Indie Rock,542,3FblHhMLjyL9G8Gtqhe45y,The Antlers,5o8Wylae9k23IEJMIiwd8s,It Is What It Is,It Is What It Is,0.857,0.591,237985,0.309,0.0578,2,0.286,-9.946,1,0.0276,112.015,4,0.205,"['brooklyn indie', 'chamber pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'stomp and holler']",52.0,indie_rock
The Sound of Indie Rock,543,6Ga63cZkqQevUlwTiOjPd7,The Thermals,4qAJ54O4V0W8SQcSz0bl1C,"The Body, The Blood, The Machine",Here's Your Future,0.0514,0.245,148867,0.96,0.000101,9,0.0922,-3.465,1,0.216,175.968,4,0.145,"['alternative rock', 'indie punk', 'indie rock', 'lo-fi']",42.0,indie_rock
The Sound of Indie Rock,544,4ZgZpdR3eCDBY0lDY4DUrb,Courtney Barnett,4OOlG5eBXSkSAAEeKjJb5Y,"Sometimes I Sit and Think, And Sometimes I Just Sit",Pedestrian At Best,4.84e-06,0.467,230560,0.848,3.98e-05,11,0.383,-6.356,0,0.0446,136.074,4,0.552,"['australian indie', 'indie rock', 'melbourne indie']",60.0,indie_rock
The Sound of Indie Rock,545,73M2Vb5MfZh8iGKudkMtlw,Bombay Bicycle Club,3pTE9iaJTkWns3mxpNQlJV,I Had The Blues But I Shook Them Loose,Always Like This,0.441,0.659,245640,0.591,0.000861,1,0.0862,-6.713,1,0.0313,121.14,4,0.707,"['alternative dance', 'british indie rock', 'indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'new rave', 'rock', 'shimmer pop']",66.0,indie_rock
The Sound of Indie Rock,546,0E1I6kwic9XnAfOdjPzRHS,Chastity Belt,1tho5dJnzdYD57EQkM3SmK,I Used to Spend So Much Time Alone,Different Now,0.117,0.646,228806,0.695,0.000935,5,0.103,-7.055,1,0.0297,124.801,4,0.36,"['bubblegrunge', 'indie garage rock', 'indie punk', 'indie rock', 'indie surf']",49.0,indie_rock
The Sound of Indie Rock,547,1mKcdfvqFdeJrAop0kV0xf,Stephen Malkmus & The Jicks,7wyRA7deGRxozTyBc6QXPe,Wig Out At Jagbags,Lariat,0.26,0.518,185587,0.674,0.000168,0,0.157,-8.718,1,0.0325,139.372,4,0.512,"['alternative rock', 'freak folk', 'garage psych', 'gbvfi', 'indie rock', 'lo-fi', 'portland indie']",40.0,indie_rock
The Sound of Indie Rock,548,3BpUZB0tw4zNmG3Iw1mclL,Soccer Mommy,4wXchxfTTggLtzkoUhO86Q,Clean,Your Dog,0.122,0.652,194009,0.669,0.00039,11,0.169,-7.797,0,0.0262,115.047,4,0.769,"['art pop', 'bubblegrunge', 'indie folk', 'indie pop', 'indie rock', 'small room']",61.0,indie_rock
The Sound of Indie Rock,549,3kYrANPBhOqKb9tqMOMBLq,Girlpool,3BYXi96LqI8TwNljFKE0DZ,What Chaos Is Imaginary,Pretty,0.0624,0.422,205865,0.624,0.033,0,0.0607,-7.319,1,0.0267,101.355,4,0.384,"['anti-folk', 'bubblegrunge', 'indie pop', 'indie punk', 'indie rock']",50.0,indie_rock
The Sound of Indie Rock,550,4fIyL9dWQgsF1R6MWrnMy8,The Wrens,04cetTUz2JTzXBqFKO5YB5,The Meadowlands,This Boy Is Exhausted,0.479,0.487,257640,0.939,0.00808,9,0.215,-5.124,0,0.0443,116.736,4,0.504,"['alternative pop', 'alternative rock', 'e6fi', 'gbvfi', 'indie rock', 'lo-fi', 'new jersey indie']",32.0,indie_rock
The Sound of Indie Rock,551,569n8Nvn74MCzJf4ei9ASX,Ted Leo and the Pharmacists,5hbH3dvtk49g07qpc1QwPe,The Tyranny of Distance,Biomusicology,0.00594,0.439,258160,0.832,0.00104,4,0.261,-6.968,1,0.0422,135.197,3,0.481,"['alternative rock', 'indie rock']",37.0,indie_rock
The Sound of Indie Rock,552,60DGbYeckYGaNA7ZBt5j0F,Songs: Ohia,3uQ5cxFHxXddqPL58egs1z,The Lioness,Lioness,0.398,0.5,396987,0.317,0.0276,8,0.0968,-11.897,0,0.0613,79.968,4,0.175,"['alternative country', 'alternative rock', 'anti-folk', 'freak folk', 'indie folk', 'indie rock', 'lo-fi', 'roots rock', 'slowcore', 'stomp and holler']",51.0,indie_rock
The Sound of Indie Rock,553,3rbVv0XOyXcI27mMaJqz4F,The Maccabees,0vW8z9pZMGCcRtGPGtyqiB,Given To The Wild,Pelican,0.17,0.392,224787,0.915,1.78e-05,2,0.584,-4.405,1,0.066,184.209,4,0.563,"['alternative dance', 'british indie rock', 'dance-punk', 'indie rock', 'modern alternative rock', 'modern rock', 'new rave', 'rock']",57.0,indie_rock
The Sound of Indie Rock,554,4yY8JqTOQyi7K4O1QcQtBG,Rilo Kiley,2cevwbv7ISD92VMNLYLHZA,More Adventurous (U.S. Release),Portions for Foxes,0.000938,0.474,284640,0.807,0.0121,2,0.154,-3.635,1,0.035,138.913,4,0.302,"['anti-folk', 'canadian indie', 'indie pop', 'indie rock', 'la indie', 'lilith', 'stomp and holler']",54.0,indie_rock
The Sound of Indie Rock,555,6CJV6qg9GUaeZIg9Zk2gMp,Girls,6eO95BjZhrWHREMfwC4vVN,Broken Dreams Club,Oh so Protective One,0.0428,0.761,216424,0.488,0.00069,5,0.117,-7.701,1,0.0292,115.99,4,0.675,"['bay area indie', 'chillwave', 'freak folk', 'indie pop', 'indie rock', 'indie surf', 'noise pop', 'nu gaze']",44.0,indie_rock
The Sound of Indie Rock,556,4GoVFC43NOzE3PPp3r44Ll,Archers Of Loaf,0pNaVvqSvldpJl7pHpNoM9,White Trash Heroes (Remastered),White Trash Heroes,0.13,0.496,466835,0.367,0.0,5,0.21,-11.155,1,0.0358,112.825,4,0.105,"['alternative pop', 'alternative rock', 'emo', 'emo punk', 'gbvfi', 'indie punk', 'indie rock', 'lo-fi', 'lo-fi emo', 'post-hardcore', 'triangle indie']",41.0,indie_rock
The Sound of Indie Rock,557,0De8H4o9xzPtjRp9dns0L5,Japanese Breakfast,7MoIc5s9KXolCBH1fy9kkw,Soft Sounds from Another Planet,Boyish,0.0979,0.227,213987,0.457,0.000447,2,0.189,-7.459,1,0.0299,106.727,4,0.371,"['art pop', 'bubblegrunge', 'eugene indie', 'indie pop', 'indie rock', 'philly indie']",57.0,indie_rock
The Sound of Indie Rock,558,6rR6ixVWgJHWIGLWYduP7Y,Ramin Djawadi,1hCkSJcXREhrodeIHQdav8,Game Of Thrones: Season 3 (Music from the HBO Series),The Bear And the Maiden Fair,0.00653,0.427,176013,0.901,0.000884,7,0.279,-7.053,1,0.0465,131.083,4,0.816,"['german soundtrack', 'scorecore', 'soundtrack', 'video game music']",74.0,indie_rock
The Sound of Indie Rock,559,3yR8cAdli5Ohn3dUlS1PgV,DIIV,4OrizGCKhOrW6iDDJHN9xd,Is the Is Are,Under the Sun,0.00143,0.552,227000,0.851,0.774,2,0.131,-6.229,1,0.033,154.962,4,0.938,"['brooklyn indie', 'chillwave', 'indie pop', 'indie rock', 'indie surf', 'modern alternative rock', 'modern dream pop', 'modern rock', 'neo-psychedelic', 'nu gaze', 'shoegaze']",56.0,indie_rock
The Sound of Indie Rock,560,1jvWNYsXaIcqVzpYquFSpR,Remember Sports,2DftUzexejBW6l00wmnMoc,Sunchokes,I Liked You Best,0.000176,0.202,199439,0.802,0.000228,9,0.356,-4.6,1,0.0397,183.445,4,0.668,"['bubblegrunge', 'indie punk', 'indie rock']",43.0,indie_rock
The Sound of Indie Rock,561,06vOVdH94mIEjIgIhHdhdO,Death From Above 1979,18H0sAptzdwid08XGg1Lcj,The Physical World,Trainwreck 1979 - Moulder Mix with in/out fades,2.1e-05,0.522,226693,0.934,0.00399,5,0.253,-5.03,0,0.0617,135.052,4,0.304,"['alternative dance', 'alternative rock', 'canadian rock', 'dance-punk', 'garage rock', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'new rave', 'punk blues', 'rock']",56.0,indie_rock
The Sound of Indie Rock,562,0x5ubEsolBMOj4Hv7Z5iC9,Protomartyr,2YFBqMMiIIL4XyiEwqySUQ,The Agent Intellect,Pontiac 87,0.0687,0.3,271387,0.779,0.879,6,0.547,-5.717,0,0.0394,146.435,4,0.349,"['alternative rock', 'art pop', 'chamber psych', 'freak folk', 'garage psych', 'indie punk', 'indie rock', 'modern alternative rock', 'noise pop']",48.0,indie_rock
The Sound of Indie Rock,563,1JdGVa0eAPovycGrGV03SS,Radiator Hospital,0HMLp79IAd9Z8zMgxqpyxn,Torch Song,Cut Your Bangs,0.149,0.551,126972,0.735,0.0,2,0.204,-4.943,1,0.0274,132.638,4,0.871,"['anti-folk', 'grand rapids indie', 'indie garage rock', 'indie punk', 'indie rock', 'philly indie']",47.0,indie_rock
The Sound of Indie Rock,564,2IvNxLl01CTAfCOA103Tgx,Band of Horses,0OdUWJ0sBjDrqHygGUXeCF,Cease To Begin,No One's Gonna Love You,0.122,0.313,217333,0.894,0.0,1,0.0925,-3.579,1,0.0294,149.044,4,0.363,"['indie pop', 'indie rock', 'modern rock', 'stomp and holler']",65.0,indie_rock
The Sound of Indie Rock,565,2fDdW9LPYBD5KwYXRYpWce,Sidney Gish,2orBKFyc84jo9AZH5jarhI,No Dogs Allowed,Sin Triangle,0.179,0.68,268400,0.62,1.92e-06,11,0.0587,-8.956,1,0.0521,149.988,4,0.869,"['anti-folk', 'bedroom pop', 'boston indie', 'bubblegrunge', 'indie pop', 'indie rock', 'new jersey indie']",53.0,indie_rock
The Sound of Indie Rock,566,0nKrDJLm94OpQElETtklsh,"Slaughter Beach, Dog",3lWVgSwutPsiJ8Awm7OTKU,Motorcycle.jpg,Your Cat,0.0128,0.626,198667,0.626,0.491,0,0.169,-6.352,1,0.0302,139.964,4,0.697,"['alternative emo', 'anti-folk', 'bubblegrunge', 'emo', 'indie punk', 'indie rock', 'lo-fi emo', 'midwest emo', 'small room']",52.0,indie_rock
The Sound of Indie Rock,567,5ZD6USvzWXbGxZ9pv6a9b9,Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,songs,zombie girl,0.914,0.538,164224,0.103,5.3e-05,8,0.137,-19.38,1,0.0462,128.424,4,0.383,"['art pop', 'chamber pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'small room']",63.0,indie_rock
The Sound of Indie Rock,568,0IQs78HO3ym69mCNFJ0UZp,Sparklehorse,64tVHZVSAZhDEiOJxnb6hE,It's A Wonderful Life,It's A Wonderful Life,0.731,0.559,179133,0.223,0.58,0,0.695,-18.63,0,0.029,65.682,3,0.0907,"['alternative rock', 'anti-folk', 'freak folk', 'indie rock', 'lo-fi', 'melancholia']",51.0,indie_rock
The Sound of Indie Rock,569,3l14MJpQB4tFFgKLqUqtV3,The Postal Service,5yV1qdnmxyIYiSFB02wpDj,Give Up (Deluxe 10th Anniversary Edition),The District Sleeps Alone Tonight - Remastered,0.278,0.63,283747,0.752,0.0226,0,0.104,-7.218,1,0.0458,153.971,4,0.201,"['indie pop', 'indie rock', 'indietronica', 'modern rock', 'seattle indie']",59.0,indie_rock
The Sound of Indie Rock,570,1w056aYUQCLC5R3mWljSzt,No Age,72acCeElLYGL9nBHcZzX1h,Snares Like a Haircut,Cruise Control,0.000119,0.14,211507,0.972,0.00337,9,0.635,-5.571,1,0.0968,186.073,4,0.072,"['alternative rock', 'art punk', 'chillwave', 'dance-punk', 'experimental pop', 'freak folk', 'garage psych', 'gbvfi', 'indie punk', 'indie rock', 'lo-fi', 'noise pop', 'noise rock', 'nu gaze']",36.0,indie_rock
The Sound of Indie Rock,571,5IPIpXq8znsSOybCsbd88v,Phosphorescent,57kIMCLPgkzQlXjblX7XXP,Pride,Wolves,0.943,0.331,374640,0.288,0.00453,1,0.0756,-11.067,1,0.0311,130.752,3,0.097,"['alternative americana', 'chamber pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'new americana', 'stomp and holler', 'swedish americana']",58.0,indie_rock
The Sound of Indie Rock,572,0ZDmti75LEWUhqbFKq7rFZ,Jeff Tweedy,2rDxtYUzTAYJJE3Bl3Z5IN,Love Is The King,Gwendolyn,0.356,0.787,205680,0.686,0.608,5,0.088,-7.124,1,0.0346,123.313,4,0.794,"['alternative country', 'anti-folk', 'deep new americana', 'folk', 'freak folk', 'indie folk', 'indie rock', 'new americana', 'roots rock', 'singer-songwriter', 'stomp and holler']",55.0,indie_rock
The Sound of Indie Rock,573,0Ob0FRlho5wKQqLS1Juk4w,Diet Cig,6ommlbuccgdiKSgjvVlQ4W,Swear I'm Good At This,Maid of the Mist,0.0223,0.501,154988,0.674,0.000476,5,0.132,-7.264,1,0.028,108.191,4,0.444,"['bubblegrunge', 'indie punk', 'indie rock']",43.0,indie_rock
The Sound of Indie Rock,574,4XpQ2F8NtzWMZ3g5t8qv2Y,The Mountain Goats,3hyGGjxu73JuzBa757H6R5,Tallahassee,No Children,0.6,0.606,168307,0.411,0.000649,1,0.103,-7.566,1,0.0413,84.944,4,0.412,"['alternative rock', 'anti-folk', 'chamber pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'melancholia', 'new weird america', 'stomp and holler']",62.0,indie_rock
The Sound of Indie Rock,575,620tbRI5ZFvrWF31JkQ2dS,Various Artists,0LyfQWJT6nXafLPZqxe9Of,"The Music of Grand Theft Auto V, Vol. 1: Original Music",Don't Come Close,0.16,0.559,208747,0.64,8.48e-06,11,0.108,-7.022,0,0.124,82.488,4,0.387,[],0.0,indie_rock
The Sound of Indie Rock,576,1QWDJMmEcR2cYrFENBZkLS,The National,2cCUtGK9sDU2EoElnk0GNB,I Am Easy to Find,Light Years,0.95,0.544,213373,0.316,0.7,4,0.0978,-11.666,1,0.0307,124.989,4,0.173,"['indie rock', 'modern rock']",71.0,indie_rock
The Sound of Indie Rock,577,2X5zzRzbgb3VzMo4cWFYG3,Amen Dunes,1jwOuEBcOKq0BeudSarbEM,Freedom,Miki Dora,0.663,0.826,303640,0.501,0.199,10,0.0864,-12.31,1,0.0471,123.579,4,0.557,"['art pop', 'chamber psych', 'freak folk', 'garage psych', 'indie rock', 'modern psychedelic folk', 'neo-psychedelic', 'popgaze']",48.0,indie_rock
The Sound of Indie Rock,578,2f2NroKTKRzanmFhjFbGLV,White Lies,6ssXMmc5EOUrauZxirM910,Friends,Hold Back Your Love,0.017,0.569,298573,0.713,0.000113,6,0.0862,-7.169,1,0.0324,108.004,4,0.493,"['alternative dance', 'dance-punk', 'indie rock', 'modern rock', 'new rave', 'rock']",60.0,indie_rock
The Sound of Indie Rock,579,3AgrcbfCREzW0kGFUNJnqW,Albert Hammond Jr,1Li0eIWeMeWcOOWpImcG9H,Francis Trouble,Rocky's Late Night,0.0538,0.619,256787,0.672,0.0699,0,0.0518,-6.429,0,0.0385,94.998,4,0.805,"['dance-punk', 'garage rock', 'indie rock', 'modern rock', 'punk blues', 'rock']",54.0,indie_rock
The Sound of Indie Rock,580,2FLW1FnWZxGUuiDgsLDGOG,Tennis,1ybAN3utgdoUL1MUCtH4QM,Swimmer,Runner,0.0817,0.527,216960,0.827,0.00344,7,0.126,-6.083,1,0.0392,157.3,4,0.704,"['art pop', 'chillwave', 'denver indie', 'indie pop', 'indie rock', 'indie surf', 'shimmer pop']",59.0,indie_rock
The Sound of Indie Rock,581,3yrVRdwCbEeKODZgG2mVZX,Stars,2EO56JK4txid1Pss9GVbOL,The Five Ghosts,Dead Hearts,0.706,0.416,211307,0.371,0.000571,3,0.0803,-9.207,1,0.0274,77.399,4,0.253,"['canadian indie', 'indie pop', 'indie rock', 'modern rock', 'shimmer pop', 'stomp and holler']",51.0,indie_rock
The Sound of Indie Rock,582,38wakZ93YNvmqkllWLfcYJ,Cate le Bon,0LZac5VicY19QLaIUvIB0G,Reward,Home To You,0.592,0.804,327199,0.582,0.00118,9,0.0802,-6.068,0,0.0265,109.041,4,0.824,"['art pop', 'art rock', 'chamber psych', 'freak folk', 'garage psych', 'indie folk', 'indie rock', 'welsh indie']",49.0,indie_rock
The Sound of Indie Rock,583,1mlisCmg0WuA4QLyqEbUtR,Bully,34LdbFt5sVXKTJOzf1iExQ,Feels Like,Trying,0.00484,0.75,233133,0.604,0.000275,9,0.243,-7.493,1,0.0317,120.017,4,0.727,"['bubblegrunge', 'indie punk', 'indie rock', 'seattle indie']",45.0,indie_rock
The Sound of Indie Rock,584,43E0f1S0rOGCo6YYRYHjHP,Snail Mail,4QkSD9TRUnMtI8Fq1jXJJe,Lush,Heat Wave,0.0002,0.504,308347,0.682,0.00205,9,0.147,-5.702,1,0.0332,123.848,4,0.207,"['art pop', 'baltimore indie', 'bubblegrunge', 'indie pop', 'indie rock']",57.0,indie_rock
The Sound of Indie Rock,585,4NQlkPiv7G7JlCIwvlswRB,Rogue Wave,2JSc53B5cQ31m0xTB7JFpG,Asleep At Heaven's Gate,Lake Michigan,0.218,0.448,228227,0.827,1.15e-06,5,0.0975,-5.762,1,0.0402,81.238,3,0.782,"['bay area indie', 'indie pop', 'indie rock', 'modern rock', 'noise pop', 'oakland indie', 'stomp and holler']",52.0,indie_rock
The Sound of Indie Rock,586,6MysTDVlmcQcG3nhejcXL0,Land of Talk,0mEF6nwliNqJuMldWFPuvo,Some Are Lakes,Some Are Lakes,0.261,0.374,221120,0.81,0.000765,11,0.379,-5.695,0,0.0348,129.765,4,0.612,"['bubblegrunge', 'canadian indie', 'indie folk', 'indie rock', 'quebec indie']",42.0,indie_rock
The Sound of Indie Rock,587,5IXTT9RvcVupmzLTFqIInj,St. Vincent,7bcbShaqKdcyjnmv4Ix8j6,MASSEDUCTION,New York,0.892,0.373,154960,0.449,1.26e-05,10,0.175,-11.646,1,0.144,137.866,4,0.327,"['art pop', 'electropop', 'etherpop', 'freak folk', 'indie pop', 'indie rock', 'metropopolis']",68.0,indie_rock
The Sound of Indie Rock,588,2YjAwa4TsoIJyqJlUJKDRh,Field Medic,4wMfqR1EZagrSlYndItxGQ,fade into the dawn,henna tattoo,0.573,0.683,145781,0.844,0.736,4,0.0643,-6.417,1,0.0523,92.58,4,0.6,"['anti-folk', 'bubblegrunge', 'indie rock', 'lo-fi indie', 'small room']",51.0,indie_rock
The Sound of Indie Rock,589,7fQFSu5m50PFFm6CdYKSHF,Warpaint,3AmgGrYHXqgbmZ2yKoIVzO,Warpaint,Love Is to Die,0.254,0.431,291758,0.639,0.352,11,0.0856,-9.07,0,0.034,85.404,4,0.428,"['alternative dance', 'art pop', 'chamber psych', 'chillwave', 'dance-punk', 'dream pop', 'electronica', 'indie rock', 'la indie', 'modern dream pop', 'modern rock', 'new rave', 'nu gaze']",57.0,indie_rock
The Sound of Indie Rock,590,59P1nrdEImkAKa1nyW9X2e,The War On Drugs,6g0mn3tzAds6aVeUYRsryU,A Deeper Understanding,Pain,0.00387,0.523,330760,0.833,0.000339,7,0.0841,-4.374,0,0.0405,115.975,4,0.482,"['indie rock', 'modern rock', 'philly indie']",66.0,indie_rock
The Sound of Indie Rock,591,1mvyqSb1tOvtVP1qfWEyPa,Phoenix,1xU878Z1QtBldR7ru9owdU,Wolfgang Amadeus Phoenix,1901,0.0588,0.607,193120,0.835,4.71e-05,0,0.195,-5.427,1,0.0415,144.087,4,0.719,"['alternative dance', 'dance-punk', 'indie pop', 'indie rock', 'modern rock', 'new rave', 'rock independant francais']",69.0,indie_rock
